Sentence,Label
اگر ذرا سی بھی غیرت ہے نہ اس جوڑے میں تو ڈووووووب کے مر جائیں ,o
"سعد جب عوام الناس تمہیں انسبسکرئیب کر رہے تھے تو اس وقت میں وہ واحد بندہ تھا جس نے تمہیں سبسکرائب کیا، کیوں کہ مجھے اس سارے معاملے میں یقین تھا اور ہے کہ لوگوں کو اور باقی سارے پاکستانی یوٹیوبرز کو تمھاری کامیابی ہضم نہیں ہو رہی، حسد کرتے ہیں سب، تکلیف ہوتی ہے سب کو کہ سعد اتنا کما کیوں رہا ہے اور اتنا کامیاب یوٹیوبر کیوں ہے، الله کی عطا ہے بھائی، حسد کرنے والے حسد نہ کریں بلکہ محنت کریں سعد الرحمن الله پاک آپ کو مزید کامیابیاں عطا فرمائے، اور آخری بات اپنی ویڈیوز میں اپنی والدہ، اپنی اہلیہ کو لانا کوئی بری بات نہیں ہے، سعودی عرب کی سرزمین سے تمھارے لئے دل سے دعائیں کر رہا ہوں، الله تمہیں حاسدین کے حسد سے بچائے،",n
اور مجھے پتہ ہے جب اتنی بونڈ مروائی ہو سوشل میڈیا پر تو غیرت مر جاتی ہے اور تم لوگوں کی غیرت مر گئی ہے اور مجھے کوئی شوق بھی نہیں تم لوگوں کی غیرت جگانے کا لعنت ذلت تم لوگوں کا مقدر ہے لوگوں نے تمہیں گالیاں دینی ہی دینی ہے لعن طعن کرنا اس کو عزت نہیں کہتے کیونکہ تم دین اسلام معاشرے کو اچھا نہیں کر رہے تم لوگ گند پھیلا رہے ہو اس کو ذلت کہتے ہیں اس کو عزت دینا نہیں کہتے اللہ تعالی اس کو عزت دی ہے جو ناچتی ہے جو پیٹ دکھاتی ہے جس کے بوبز نظر اتے ہیں جس کا سینہ بوبس کے درمیان کی لکیر تک لوگوں نے دیکھ لی ہر چیز ہر چیز اسکین تم کو نہیں پتا کہ مرد ایک عورت کو کس نظر سے دیکھتا ہے جب یہ بنا دوپٹے سر پہ بھی نہیں لیا ہوتا سینے پہ بھی نہیں لیا ہوتا بال کھول کر اپنے چھوٹے چھوٹے بوبز کے اوپر سنی پلاس لگا کر مارکیٹ میں اجاتی ہے اور اپنی بونڈ مروانے تو تمہیں نہیں پتا مرد کس طرح بونڈ مارتے ہیں اس کو عزت کہتے ہیں نہیں اس کو ذلت کہتے ہیں ذلت شادی کے پہلے بہت ہی کمزور اور سکے سے تھے اب حرام کا کھا کھا کے تمہارے اوپر ماس چڑھ گیا ہے اریب ویسے اب تمہارے اندر حرام بول رہا ہے کہ میری بیوی کو کچھ نہ کہو اس نے بونڈ مروانی ہے لیکن تم لوگ کچھ نہ کہو کیونکہ تم اس کی بونڈ مروائی کا کھانا کھاتے ہو سے فحاش لوگوں کو سر بازار چونک میں لٹکا کر گولیاں مار دینی چاہیے کے ابو نے اپنی بیٹیوں کی تربیت ایک فحاش خاندان جیسی کی ہے جو ناچتی ہیں ڈانس کرتی ہیں مجرہ کرنے میں اگے اگے رہتی ہیں اس کو کہتے ہیں کنجروں کا خاندان تم لوگوں عزت داروں کے خاندان میں مت ملو کیونکہ عزت دار خاندان تم لوگوں نے ابھی دیکھے ہی نہیں ان لوگوں کے گھر میں بھی ائندہ جو اولاد نسل پیدا ہونی ہے وہ بھی ناچیں گے گائیں گے کسی کی بونڈ نظر ارہی ہوگی تو کسی کا سینہ نظر ارہا ہوگا کوئی نیچے سے ننگا ہوگا کوئی اوپر سے ننگا ہوگا کیونکہ کنجروں کے خاندان میں کنجر ہی پیدا ہوتے ہیں جو کہ تم لوگ ہو ۔,o
سٹارٹ میں نے بھی بڑے بڑے کو ایسے ہی روسٹ کیا اور اب خود وہی کام کر رہا جو اس ٹائم پے وہ کر رھے تھے ۔ اب یہ سٹارٹ ہوگیا ۔ لوگ دوسروں کو گرا تے ہیں اور بعد میں اُنہیں جیسی ویڈو بناتے ہیں ۔ کون کون کرتا ہے ؟؟؟؟؟؟؟؟,n
"رسول الله نے فرمایا تین آدمی ایسے ہیں جن پر اللہ نے جنت کو حرام کر دیا ہے دائمی شرابی، ماں باپ کا نافرمان اور دیوث جو اپنی فیملی میں بے حیائی برداشت کرتا ہے احمد دیوث اس بات کی پرواہ نہیں ہوتی کہ اس کے گھر کی عورتوں سے کون لوگ مل رہے ہیں اور کس طرح کے ماحول میں ان کا آنا جانا ہے، اللہ پاک قیامت کے دن دیوث کی طرف نہیں دیکھے گا نسائی دیوث کون ہے؟؟؟؟؟؟ جو مرد اپنی عورتوں کے بارے غفلت کا شکار ہیں ایسے مرد کچھ اور نہیں بس دیوث بے غیرت ہیں۔۔ جو شخص غیرت مند نہیں ہوتا وہ دیوث ہوتا ہے۔ شرعی اصطلاح میں دیوث اس شخص کو کہتے ہیں جو اپنے گھر میں بدکاری فحاشی اور غلط روش کودیکھتا ہے اور اپنی آنکھیں بند کرلیتا ہے ۔ایسے شخص کے متعلق فرمان نبوی ہے کہ وہ جنت میں نہیں جاسکے گا۔۔۔۔ حدیث رسول صلہ اللہ علیہ وسلم میں تین افراد پر جنت کا داخلہ ممنوع حرام قرار دیا گیا ہے۔۔۔۔ عَبْدُ اللَّهِ بْنُ عُمَرَ أَنَّ رَسُولَ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ قَالَ ثَلَاثَةٌ قَدْ حَرَّمَ اللَّهُ عَلَيْهِمْ الْجَنَّةَ مُدْمِنُ الْخَمْرِ وَالْعَاقُّ وَالدَّيُّوثُ الَّذِي يُقِرُّ فِي أَهْلِهِ الْخَبَثَ حضرت عبداللہ بن عمر رضی اللہ عنہ سے مروی رسول اللہ صلہ اللہ علیہ وسلم نے فرمایا تین آدمی ایسے ہیں۔جن پر اللہ نے جنت کو حرام کر دیا ہے۔دائمی شرابی،ماں باپ کا نافرمان،اور دیوث جو اپنے بیوی بچوںمیں بے حیائ برداشت کرتا ہے اور آج ایسے بے۔۔۔۔۔۔۔۔۔۔فیس بک پہ عام ہیں ۔۔۔۔۔۔ مسند احمد ح اللہ مسلمان مردوں کو با غیرت مند مومن مسلمان بننے کی توفیق عنایت فرمائے۔ آمین یا رب العالمین۔۔",n
ڈکی آپکا خیال ہے کہ فلاں فلاں کو استعمال کر رہا ہے یا کرتا ہے لیکن میرا خیال ہے سعد بھائی آپکو سب ہی استعمال کر رہے ہیں ویوز لینے کے لیے,n
اس ابلیس کی اتنی پہنچ نہیں کہ ڈکی بھائ آپکو کچھ کہ سکے اس بڑا مادر چود آج تک میری نظروں سے نہیں گزرا کمینہ کسی پھٹے ہوے کنڈوم کا نتیجہ ہم آپکے ساتھ ہیں بس ایسے لوگ دھمکیاں دے سکتے اگر آپکو کچھ بھی ہوا نہ ہم نے اسکی بہن اور فروگی کو بھگا لے جانا ہے,o
ان کی تعلیمات صرف نفرت پر مبنی ہیں۔,h
"کراچی شاپنگ مال میں جو کچھ ڈکی نے شام ادریس کیساتھ کیا وہ انتہائی گھٹیا حرکت کی، ایسا نہیں کرنا چاہئیے تھا، شام نے اگر ایسی گھٹیا حرکت کی ہے تو انتہائی گھٹیا حرکت کی ہے",n
ڈکی بھائی اگر تم اس سے شادی نہ کرتے تو یہ بھی لکشمی کی گلیوں میں گھوم رہی ہوتی,h
یہ قوم صرف جھوٹ اور فریب جانتی ہے۔,h
میں یتیم ہوں بہنوں کا ساتھ ہے خدا کی قسم جھوٹ نہیں بول رہا میرے چینل کو سبسکرائب کر دیں آپ کا کچھ نہیں جائے گا مجھ غریب کا چولہا جلے گا اللہ آپ کو جزاء دے۔,n
یہ لوگ معاشرے کے لیے خطرہ ہیں۔,h
اسلام کے متعلق ہم کو معلومات لینی چاہیے کہ اسلام ہم کو کیا سبق دیتا ہے کس وقت اسلام نے ہم کو کیا حکم دیا ہے یہ سب ہم کو معلوم ہو اور وہ معلوم ہو گا دین کو سیکھ نے کے ساتھ,n
حرام کی کمائی سے یہاں پہنچ کر الحمد للہ کہہ رہے پاگل لوگ,o
بھوسری کا برا دکی بھائ بنتا ھے مادر چود تو کیسا پاکستانی ھے دلے اندین پاکستانیون کو گالیان دیتے رھے اور تو کس کا بچہ ایک ودیو بھی پاکستان کے حق مین نھین بنا سکا برے سر والا ب چ,o
تم لاھوری دلون کو زرا بھی پاکستان سے مھبت نھین دلو پیسہ کماوُ کس جے بچے,o
آپ کو واپس دیکھ کر بلکل خوشی نہیں ہوئی یعنی پھر سے وہی عروب ولاگنگ دیکھنی پڑے گی آپ پلیز کسی دوسرے پلنٹ پر جاکر کر ہم احسان کر دیں پلیززز,n
سب بیغیرت ہو تم لوگ ۔ بیویاں دیکھاو پیسے کماو,h
مجھے تو اس دن کا انتظار ہے جب ویڈیو بنا کر کہے کہ رات کو کرتے ہوۓ میرا ساتھی غبارہ فت گیا پھر اب ایک اور بھائ أنے والا ہے,n
یہ نسل کبھی قابل بھروسہ نہیں ہو سکتی۔,h
"ڈیڑھ گھنٹے کی ویڈیو میں ایک منٹ بھی ایسا نہیں جس کو میں نے اسکپ کیا ہوا ۔ سلامت رہو سعد بھائی ، غلطیاں انسان سے ہوتی رہتی ہیں سو جب غلطی کا احساس ہو تب معافی مانگ لینا ہی سب سے بڑی کامیابی ہے ۔۔آپ نے اس وقت بھی معافی مانگی اب بھی معافی مانگی، یہی آپ کا بڑا پن ہے۔",n
ان کے بچے بھی انتہا پسند ہوتے ہیں۔,h
میں ایک کتے کہیں کے کمینے کہیں سے پکاریں گے اقراء اور عرب کو روسٹ کرنا,o
یہ قوم کبھی ہماری جیسی نہیں بن سکتی۔,h
تم جیسے بے غیرت لوگ زبان چلانے میں تو ماہر ہوتے ہیں مگر کام کے وقت دم دبا کر بھاگ جاتے ہیں۔,o
تم جیسے یوٹیوبر فتنہ ہو ۔ نا اپنے بہن بیوی کی عزت ہے نا دوسروں کی ۔ تم لوگوں کو اللّٰہ کا زرا بھی خوف نہی اور لعنت ان سب پر جو تم جیسے جاہلوں کو اپنا آئیڈیل مانتے ہے,h
بھائی تگڑے رہو غدار ننگے ہوئے ہیں بس اللہ پاک آپ کو سلامت رکھے,h
اپ کو نہیں پتا اپ کو جو اپ کو جو دیکھ کے یہ کتنے لوگ زنا کا سوچتے ہیں بغیرت کتی,h
"تمھاری اوقات تو اتنی ہے کہ کوئی تمہیں گھاس بھی نہ ڈالے، پھر بھی اکڑ میں پھرتے ہو۔",o
"افسوس جس فراڈیے نے جعلی کورس سے عوام کو لوٹنے کی کوشش کی ، آج اسی شخص پر عوام نے پھر سے بھروسہ کر کےوقوف بن گئ۔ پاک عوام تم اسی قابل ہو",o
کیا بکواس ہے تم لوگوں ممی ڈیڈیوں کی لڑائیاں دیکھ لو لائک اور ھیٹ پر کوئی انسان بنو اور مردوں والی حرکتیں کیا کرو,o
اس دلے نے کاپی رائٹ لگا دینا ہے اس کی گانڈ جل جانی ہے,o
تمھاری اوقات بس اتنی ہے کہ تمہیں کوئی سنجیدگی سے نہ لے۔,o
جی ہم کرتے ہیں تنگ ہم ہیں حاجی بابا درویش کم از کم تین چار بندے جہنم میں جائیں گے اور اپ بھی جائیں گے اس کو پردہ کرواؤ یہ عمرہ کر کے ائی ہوئی ہے کوئی خدا کا خوف کرو بس کرو بے حیائی اب بند کر دو,o
یہ لوگ اپکی ترقی سے جیلس ہوتے ہیں انکا کام ہی یہی ہوتا ہے اگلے بندے پر تنقید کرنا انکی باتو کو ایک کان سے سنو دوسرے سے نکال دو اللہ اپ کے خاندان کو حسد کرنے والوں سے بچائے آمین,n
یہودی مذہب ہمیشہ نفرت اور تعصب سکھاتا ہے۔,h
اتنا ضمیر بک گیا نوٹوں کے سامنے کہ لوگوں نے پیش کر دی اپنی بہنیں لوگوں کے سامنے ہر دوسرے گھر میں دیکھنے کو ملتے ہیں ہمیں وہ کام جو کبھی ہوتے تھے کوٹوں کے سامنے,n
یہ گروہ ہمیشہ انتشار پھیلاتا ہے۔,h
اسلام وعلیکم اپنا مقام ایسا بناؤ کے لوگ آ پ کو فالو کریں وہ گرلز جو گھر بیٹھ کر آئن لائن ورک کرنا چاہتی ہیں اپنی فیملی کے لئے کچھ کرنا چاہتی ہیں تو وہ اپنا قیمتی وقت ضائع نہ کریں اور آ ج ہی ہمارے سسٹم کو جوائن کریں,n
"ہر وقت چیخ چیخ کر اپنی جہالت کا پرچار کرتے ہو، کوئی عقل بھی ہے یا بس منہ ہے؟",o
مختصر بات یہ ہے کہ تینوں نے ویوز لیکے اچھے خاصے ڈالرز کمائے,o
خاندانی عورتوں اور بازاری عورتوں میں فرق ہوتا ہے اور یہ فرق قرآن مجید میں کی ذات پاک نے بیان کیا ہے کہ پردہ کرو تاکہ پہچانی جاؤ اور ستائی نہ جاؤ پہچانی جاؤ مطلب پتہ چلے کہ تم باعزت عورت ہو تو باعزت اور خاندانی عورت کی پہچان ہے کہ وہ نمائش نہیں کرواتی یہ عجیب جاہل لوگ ہیں نمائش بھی خود کرواتے ہیں اور پھر ہراس بھی ہو جاتے ہیں حالانکہ خلاف ورزی کے حکم کی کر رہے ہیں اور پاک کا حکم ہے کہ اپنے گھروں میں ٹھہری رہو اور عروب کا بندہ خود اپنی بیوی کو دیکھا رہا باعزت لوگوں کے گھروں میں کوئی مہمان آئے تو اس کو بھی گیسٹ روم میں بیٹھاتے ہیں نہ بیٹ روم میں اور یہ جاہل لوگ خود اپنا بیٹ روم تک دنیا کو دیکھا رہے ہیں اور پھر آپ ہراس ہو جاتے ہیں,o
جٹ برادری کے افراد ہمیشہ جرم میں ملوث ہوتے ہیں۔,h
ایسے افراد کو ملک بدر کرنا چاہیے۔,h
ڈھکی تو تم خود کو بولتے ہو ہم تم کو ڈڈو بولتے ہیں اور ہے بھی ڈڈو لعنت ہے ان لوگوں کے اوپر جنوں نے تم جیسے تھرڈ کلاس بندے کو فالو کیاہوا ہے ویسے اچھا ہے کنجروں کے پاس اور کام ہی کرنے کو کیا ہوتا ہے,n
تیری بونگی باتیں سن کر لگتا ہے کہ انسانیت کا جنازہ نکل گیا۔,o
یہ دونو ں آپس میں ملے ہووے ہیں پھر سے پچھلے رمضان کی طرح یہ لوگو کو اپنی جعلی لڑائی سے محظوظ کریں گے اللہ ہم کو رمضان میں ان دونو شیطانو سے محفوظ رکھے امین,o
ایک بات توہے ہم نے اس ڈکی کی پرانی وڈیوز دیکھی ہیں اسکی زبان بہت غلیظ ترین بکتی ہے,h
دلہ برادر تو میرے سامنے آ تجھے کتا بنا کر ٹھوکو گا اور گانڈو شام بدنام تو ہمیشہ ڈکی سے جل جل کر بھونکتا رہیگا,n
جاہل کی حمایت اور سپورٹ جاہل ہی کرتا ہے ہم آپ کے ساتھ بالکل بھی نہیں ہے اگر بدلہ بھائی دودھ کا دھولا نہیں ہے تو بھی وہ آپ لوگوں سے بہت بہتر ہے,o
کچھ لوگوں کو مسئلہ یہ نئی ہوتا کہ لڑکی اتنی ترقی کیوں کر رہی ہے بلکہ لڑکی کی ترقی تو بہت فخر کی بات ہے۔لیکن غصہ تب اتا ہے جب نجائز طریقے سے ترقی کی جائے ۔یہ بات تو آپ کو بی پتہ ہے کے اسلام میں عورتوں پر پردہ واجب ہے ۔لیکن آپ کے سر پر آج تک دوبٹہ نئی دیکھا ۔اسلام میں موزیک حرام ہے لیکن آپ کو اس سے بی فرق نئی پرتا۔اور بی ایسی بہت سی چیزیں ہے۔اب مجھے یہ بتائے کے ایسی ترقی کا کیا فائدہ ؟؟ یاد رکھے کے یہ صرف دنیاوی ہے۔ہم جو کچھ بی دیکھتے ہیں اس کا عصر ہمارے اوپر بہت گہرا ہوتا ہے سوائے آن کے جن کے ضمیر بہت مضبوط ہوتے ہیں ۔اگر ایک بچی جس کا زیہن ابی کمزور ہو یا وہ اتنی عقل نہ رکھتی ہو۔ تو اسے یہ سب بہت اچھا لگے گا اس کا بی دل کرے گا کے وہ بی اپنے بال کھول لے ۔پینٹ شرٹ پہنے ماڈرن ڈریسنگ کرے ۔یہ بات مان لیں کے خوبصورتی اسے نہیں بولتے ۔خوبصورتی اس لڑکی میں ہوتی ہے جس میں حیاء ہوتی ہے۔ہر لڑکی کو پتہ ہونا چاہیے کے پردہ کتنا ضروری ہے۔نماز کتنی ضروری ہے۔آج تک میں نے انکو نماز پرھتے نئی دیکھا ۔ کسی کو بی۔یہاں تک کے رمضان میں بی۔ایسے روزے کا بی کیا فائدہ ۔بس مسئلہ یہ ہے۔,n
سعد اس کتے کے پِلے کی کوئی اوقات نہیں تُجھ پر ہاتھ ڈالے ۔۔۔ ڈونٹ وری ۔۔ یہ اور وہ گشتی تیرا بال بانکا نہیں کر سکتے ۔۔۔ انکے خلاف ہم سب تیرے ساتھ ہیں ۔۔۔,n
خاندانی عورتوں اور بازاری عورتوں میں فرق ہوتا ہے اور یہ فرق قرآن مجید میں کی ذات پاک نے بیان کیا ہے کہ پردہ کرو تاکہ پہچانی جاؤ اور ستائی نہ جاؤ پہچانی جاؤ مطلب پتہ چلے کہ تم باعزت عورت ہو تو باعزت عورت کی پہچان ہے کہ وہ نمائش نہیں کرواتی یہ عجیب جاہل لوگ ہیں نمائش بھی خود کرواتے ہیں اور پھر ہراس بھی ہو جاتے ہیں حالانکہ خلاف ورزی کے حکم کی کر رہے ہیں,h
"محبت کی لازوال داستانوں میں لیلی مجنوں ہیر رانجھا سسی پنوں کو ہمیشہ کےلئے سہر فہرست رکھا جاتا ہے جاتی دنیا تک لوگ ان کی داستانوں کو کبھی نہیں بھولیں گے ہوسکتا ہے اس سے زیادہ محبت کرنے والے لوگ دنیا کے نظروں سے اوجھل ان سے زیادہ پیار کر چکے ہوں مگر تاریخ نے ان کو نہ دیکھا ہو محبت کی درد کو وہ لوگ سمجھتے ہیں جنہوں نے زندگی میں کبھی خود مجازی عشق کا پیالہ پیا ہو لوگ سچ کہتے ہیں کہ محبت کی کوئی سرحدیں نہیں ہوتیں یہ بات اس سے پہلے شعیب ملک ثانیہ مرزا اور حسن علی ثابت کر چکے ہیں نہیں تو لگنے میں دو دشمن ملک اپنے لوگوں کو کیسے اجازت دے سکتے ہیں کہ ایک دوسرے سے شادی کریں بس پیار کے سامنے سب بے بس ہیں اور کوئی کچھ نہیں کرسکتا کیونکہ انسان اپنے بس سے بھی باہر ہوتا ہے آج کی محبت کی کہانی ہمیں پاکستان کےصوبہ پنجاب سے تعلق رکھنے والے شہروز نامی لڑکے کی ملی ہیں جنہوں نے نام نہ بتانے اور فرضی نام سے اپنی کہانی آپ کے ساتھ شئیر کرنے کی استدعا کی ہے جسے ہم نے قبول کیا یہ کی بات ہے جب انٹرنیٹ کے ذریعے شہروز اور مسکان کا رابطہ ہوا دونوں کافی خوبصورت اور اچھے گھرانوں سے تعلق رکھتے تھے شہروز پاکستان میں ایک نجی یونیورسٹی میں کا طالبعلم تھااور دوسری جانب اتفاقاً مسکان بھی بھارت کی ایک بڑی یونیورسٹی میں ڈاکٹر بن رہی تھی دونوں کی بات چیت پڑھائی کے علاوہ پاکستان اور بھارت کے درمیان کشیدگی پر بھی ہوتی تھی مسکان خود کو وہاں قدرے غیر محفوظ سمجھتی تھی اس لئے وہ اپنا زیادہ تر وقت پڑھائی کے بعدشہروز کو دیتی تھی وہ ایک دوسرے کو کافی اچھا دوست سمجھتے تھے اس لئے ان کے درمیان سیاست مذہب اور حالات کے میں بارے اچھی گفتگو ہوتی رہتی تھی مسکان اور شہروز کا رابطہ انسٹاگرام کے ذریعے ہوتا تھا اس لے علاوہ وہ کوئی سوشل ایپ استعمال نہیں کرتے تھے آئی سی سی چمپئن ٹرافی کے فائنل میچ کو دونوں نے کافی انجوائے کیا آئی سی سی چمپئن ٹرافی فائنل میچ کےلئے دونوں نے ایک عجیب شرط رکھی جو شائد دونوں کےلئے کافی خطرناک بھی تھا شہروز نے اس دفعہ ہر حال پاکستان جیتے گا کا نعرہ لگایا دوسری جانب مسکان کا نعرہ تھا کہ ہر بار کی طرح بھارت،مسکان نےیہ خطرناک شرط رکھی کہ پاکستان کے جیتنے کی صورت میں وہ شہروز سے ہر قسم کا رابطہ ختم کردے گا اور وہ ایک دوسرے کو بلاک کردیں گے شہروز نے اس شرط کو اس لئے قبول کیا کیونکہ اسے بھی یقین تھا کہ پاکستان جیت نہیں سکتااور دوسری جانب مسکان نے بھی شرط کافی اعتماد کے ساتھ شرط رکھی کہ جیتنا تو بھارت نے ہے اس لئے ہمارا رابطہ ختم نہیں ہوسکتا مگر قدرت کو کچھ اور ہی منظور تھاآپ لوگ اس کہانی کےدوران اُس نوبال کو ضرور یاد کر رہے ہونگے جب فخر زمان آوٹ ہونے سے بال بال بچ گئے تھے فخر زمان کی سنچری کی وجہ نتیجہ کچھ لوگوں کے توقع کے برعکس آیا مگر یہ نتیجہ کچھ لوگوں کےلئے تکلیف دہ تھی شہروز اور مسکان نے وعدہ ۔۔۔۔۔۔۔ مکمل قسط سننے کےلئے لنک پر کلک کریں",h
پاکستانی دنیا کے جس شعبے میں بھی ہوں ایک دوسرے کو آگے بڑھتا نیہں دیکھ سکتے اسی طرح کے کتیاپے کرتے کرتے ذلت ان کا نصیب ٹھرتی ہے,n
عزت اور ذلت اللہ کے ہاتھ میں ہے۔ جب تک اللہ نہ چاہے شام کبھی بھی عزت حاصل نہیں کر سکتا۔ سوائے اسکے کہ وہ اللہ سے رجوع کرلے۔ اور سب چرایا ہوا,n
میں تو اس وقت کا انتظار کر رہا ہوں جب شام ادریس کل شام اسلام آباد میں ہونے والے میٹ اینڈ گریٹ کو کینسل کرنے کا اعلان کرے گا,n
ان کے بچے بھی نفرت میں پلے ہیں۔,h
تمھاری اوقات بس یہی ہے کہ دوسروں کے ٹکڑوں پر پلتے رہو۔,o
ڈکی بھائی شاہ میر عباس کی نئی ویڈیو ائی ہے شام ادریس کی سپورٹ میں اب شاہ میر نامی کھسرے کو جواب دینے کا وقت آگیا ہے,n
تمھاری عقل دیکھ کر لگتا ہے قدرت نے تم پر خاص رحم نہیں کیا۔,o
تمھاری حرکتیں دیکھ کر لگتا ہے کہ تمہیں بچپن میں دماغ کی ضرورت ہی محسوس نہیں ہوئی۔,o
ان کی وجہ سے ملک میں بدامنی ہے۔,h
بد قسمتی سے یہاں آنلائن تھوکنے کا کوئی بھی آپشن موجود نہیں,o
یہودی قوم کے افراد جھوٹے اور مکار ہیں۔,h
 نیم کا پتہ کڑوا ہے ڈکی ایک نمبر کا بڑوآ ہے,h
اج کل کے دشمن دوست سے بہتر ہیں جن کی دشمنی اور نقصان کا خیال رہتا ہے,h
اتنی گندی حرکتیں کر کے بھی تمھیں شرم نہیں آتی؟ افسوس ہے تم پر۔,o
"ہم ہیں ریئل ڈکی بھائی آرمی کل بھی آپ کے ساتھ تھے، آج بھی ہیں اور ہمیشہ رہیں گے ہر صورتحال میں آپ کا ساتھ دیں گے، چاہے کچھ بھی ہو",n
ایسی کی تیسی شام کی ۔فیملی کی عزت ہے اور رہے گی۔ کوئی فیملی کی بے عزتی نہی ہو گی ۔,h
بات مختصر ہے بھائی اپنی ماں بہن بیوی کو لوگوں کے سامنے مذاق بنا کر اور عزت داؤ پر لگانا حرام ہے معاشرے میں اس انسان کو ایسے ہی القابات سے نوازا جاتا ہے اتنی صفائیاں پیش کرنے کا کوئی فائدہ نہیں۔,n
"اپنی ناکامیوں کا ماتم کرتے رہو، دنیا آگے بڑھ چکی ہے۔",o
السلام علیکم ڈکی بھائی ہم سب آپ کے ساتھ کھڑے ہیں جو مرضی ہو جائے مرتے دم تک آپ کا ساتھ نہیں چھوڑیں گے کیونکہ میں یہ بات اس لیے نہیں کر رہا کے آپ بہت اچھی ویڈیو بناتے ہو بلکہ اس لئے کر رہا ہوں کہ آپ بہت اچھے انسان ہو جو جو دکی بھائی کو ویڈیوز کے علاوہ ان کی انسانیت کو اچھا جانتا ہے وہ اس کمنٹ کو ضرور لائک کریں,n
ہماری عوام بہت سیدھی اور سادی ہے جنہیں دوسرے لوگ خود کے فائدے کے لیے استعمال کر لیتے ہیں,o
تم کچھ بھی کہو لیکن اپنی بیوی کو شریف نا وہ کسی جگہ سے بھی شریف نہیں دکھتی۔ تم سے پہلے اور تمہارے علاوہ کئی ہونگے اسکے گاہک۔ ا,n
یار ڈگی اتنا فارغ کون ھے آپ کی بکوس سنے اور تم باتیں کیسی کرتے ھو یار یہ بکوس باتیں کیوں کرتے ھو صرف اور صرف پیسے بس پیسے وہ تو آپ کا پیٹ برتا نہیں ڈگی,o
ہندو قوم کو جڑ سے اکھاڑ پھینکنا چاہیے۔,h
مجھے بہت مزہ آیا آپ جو لوگوں کو جواب دیا ہاں آپ کے گیلے بالوں والی ویڈیو پر لوگوں کے کومنٹس پر غصہ آیا گیلے بالوں کا مطلب صرف وہی تو نہیں ہوتا حد لوگوں کی سوچ پر,o
مورو اور ڈکی نہایت گھٹیا انسان نکلے ہے شام پاکستان کا مہمان ہے اتنا ڈکی بھائی رہتا نہیں کے شام اسے ملنے کے لیے اتنا ترس رہا کوئی سٹوڑی بنی نہیں ڈکی ڈکی کی وجہ سے شام کو انفالو کیا تھا اب ڈکی کی وجہ سے شام کو فالو کرنے لگا ہو,o
